http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#bibliographyType,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#isbn,http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/title,http://purl.org/dc/terms/source,http://purl.org/ontology/bibo/volume,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#number,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#monthPublished,http://purl.org/ontology/bibo/pages,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#yearPublished,http://purl.org/ontology/bibo/uri,http://purl.org/dc/terms/abstract,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#keywords
7,,SCHNEIDER2020e309,"Schneider, Luis Felipe J.; Ribeiro, Robson Barroso; Liberato, Walleska Feijó; Salgado, Vinícius Esteves; Moraes, Rafael R.; Cavalcante, Larissa Maria",Curing potential and color stability of different resin-based luting materials,Dental Materials,36,10,,e309-e315,2020,https://www.sciencedirect.com/science/article/pii/S0109564120301901,"Purpose To determine the curing potential and color stability of resin-based luting materials for aesthetic restorations. Material and Methods Four resin-based luting agents were tested: traditional dual-activated resin cement (RelyX ARC, ARC), amine-free dual-activated resin cement (RelyX Ultimate, ULT), light-activated resin cement (RelyX Veneer, VEN), and pre-heated restorative resin composite (Filtek Supreme, PHC). Degree of C=C conversion was determined by infrared spectroscopy (n=3) with direct light exposure or with interposition of 1.5-mm-thick ceramic (e.max Press HT) between the luting material and light. The curing potential considered the ratio between these two scenarios. Color difference (n=6) was determined by CIELAB (ΔEab) and CIEDE2000 (ΔE00) methods, by spectrophotometer measurements made 24h after photoactivation and 90 days after storage in water. Data was submitted to ANOVA and Tukey’s test (α=0.05). Results The luting agents affected both conversion and color stability. With ceramic, ARC produced the highest conversion among the tested groups (75±1%) and the pre-heated composite (PHC) the lowest one (51±3%), but the curing potential was similar for all materials. ULT produced lower ΔEab than ARC. PHC presented the lowest color difference when considered both CIELAB and CIE2000 methods (ΔEab 2.1±0.4; ΔE00 1.6±0.2). Significance All luting strategies presented high curing potential. Amine-free dual-activated material was able to reduce color difference than that formulated with the amine component. Pre-heated composite produced the least color variation after storage.","Luting, Resin-Cement, Composite, Color, Aesthetics, Laminate, Veneers"
7,,ALTHAQAFI2020329,"Althaqafi, Khaled Abid; Satterthwaite, Julian; Silikas, Nikolaos",A review and current state of autonomic self-healing microcapsules-based dental resin composites,Dental Materials,36,3,,329-342,2020,https://www.sciencedirect.com/science/article/pii/S0109564119309455,"Objective This study systematically reviews the literature on self-healing microcapsule technology and evaluates the biocompatibility of self-healing microcapsules and the efficiency of crack repair within resin-based dental composites. Methods An electronic search was carried out using the following databases: MedLine (PubMed), Embase, the Cochrane Library and Google Scholar. All titles and abstracts of the articles and patents found were analysed and selected according to the eligibility criteria. Only studies published in English were included; the outcomes sought for this review were dental resin composites with self-healing potential. There were no restrictions on the type of self-healing system involved in dental resin composites. Results The search yielded 10 studies and 2 patents involving self-healing approaches to dental resin composites. According to the current literature on self-healing dental resin composites, when a crack or damage occurs to the composite, microcapsules rupture, releasing the healing agent to repair the crack with a self-healing performance ranging from 25% to 80% of the virgin fracture toughness. Significance Self-healing strategies used with resin composite materials have, to date, been bioinspired. So far, self-healing microcapsule systems within dental composites include poly urea-formaldehyde (PUF) or silica microcapsules. The main healing agents used in PUF microcapsules are DCPD monomer and TEGDMA-DHEPT, with other agents also explored. Silica microcapsules use water/polyacid as a healing agent. All self-healing systems have shown promising results for self-repair and crack inhibition, suggesting a prolonged life of dental composite restorations. More investigations and mechanical enhancements should be directed toward self-healing technologies in dental resin composites.","Self-healing, Self-sealing, Microcapsules, Resin composites, Dental composites"
7,,JOSIC20231085,"Josic, Uros; D’Alessandro, Carlo; Miletic, Vesna; Maravic, Tatjana; Mazzitelli, Claudia; Jacimovic, Jelena; Sorrentino, Roberto; Zarone, Fernando; Mancuso, Edoardo; Delgado, António H. S.; Breschi, Lorenzo; Mazzoni, Annalisa",Clinical longevity of direct and indirect posterior resin composite restorations: An updated systematic review and meta-analysis,Dental Materials,39,12,,1085-1094,2023,https://www.sciencedirect.com/science/article/pii/S0109564123004098,"Objectives To answer the PICO(S) question: Is there a difference in clinical longevity between direct and indirect resin composite restorations placed on permanent posterior teeth? Data Randomized controlled clinical trials (RCTs) investigating direct and indirect resin composite restorations in posterior permanent teeth were considered. Sources Several electronic databases were searched, with no language or date restrictions. The revised Cochrane Collaboration's tool for assessing risk of bias (RoB-2) was used to analyze the studies; meta-analyses were run and the certainty of evidence was assessed by the GRADE tool. A subgroup meta-analysis was performed for resin composite restorations placed on posterior worn dentition. Study selection Twenty-three articles were included in qualitative synthesis, while 8 studies were used for meta-analyses. According to the RoB-2 tool, 5 studies were ranked as “low risk”, 7 had “some concerns”, while 11 papers were rated as “high risk” of bias. There were no statistically significant differences in short-term (p = 0.27; RR=1.54, 95% CI [0.72, 3.33]), medium-term (p = 0.27; RR=1.87, 95% CI [0.61, 5.72]) and long-term longevity (p = 0.86; RR=0.95, 95% CI [0.57, 1.59]). The choice of restorative technique had no influence on short-term survival of resin composite restorations placed on worn dentition (p = 0.13; RR=0.46, 95% CI [0.17, 1.25]). The certainty of evidence was rated as “very low”. Conclusions Direct and indirect resin composite restorations may show similar clinical longevity in posterior region, regardless of the observation period or substrate (wear-affected and non-affected dentition). The very low quality of evidence suggests that more long-term RCTs are needed to confirm our results.","Longevity, Composite restoration, Systematic review"
7,,GALLO20191654,"Gallo, Marta; Abouelleil, Hazem; Chenal, Jean Marc; Adrien, Jérôme; Lachambre, Joël; Colon, Pierre; Maire, Eric",Polymerization shrinkage of resin-based composites for dental restorations: A digital volume correlation study,Dental Materials,35,11,,1654-1664,2019,https://www.sciencedirect.com/science/article/pii/S0109564119308486,"Objective Resin-based composites are widely used in dental restorations; however, their volumetric shrinkage during polymerization leads to several issues that reduce the restoration survival rates. For overcoming this problem, a deep study of shrinkage phenomena is necessary. Methods In this study, micro-tomography (μ-CT) is combined with digital volume correlation (DVC) to investigate the effect of several factors on the polymerization strain of dental composites in model cavities: the presence/absence of an adhesive, the use of transparent/blackened cavities, and irradiation times between 1 and 40s. Results The results indicate that the presence of an adhesive at the interface between the cavity and composite does not reduce the total strain but instead limits it to a preferential direction. In addition, regardless of the conditions, the main strain is generated along the axis parallel to the polymerization irradiation (the vertical axis). Finally, the total strain appears to occur in the first 5s of irradiation, with no further evolution observed for longer irradiation times. Significance This work provides new insight into resin-based composite shrinkage and demonstrates the benefit of coupling DVC and μ-CT to better understand the degradation mechanisms of these materials.","Polymerization shrinkage, Adhesion, Micro-tomography, Digital volume correlation, Strain, tests"
7,,TAKAMIZAWA20211390,"Takamizawa, Toshiki; Ishii, Ryo; Tamura, Tomohiko; Yokoyama, Munenori; Hirokane, Eizo; Tsujimoto, Akimasa; Miyazaki, Masashi; Kitahara, Nobuya",Handling properties and surface characteristics of universal resin composites,Dental Materials,37,9,,1390-1401,2021,https://www.sciencedirect.com/science/article/pii/S0109564121001913,"ABSTRACT Objective This study investigated the handling and surface characteristics of universal resin composites and determined the interrelations among the composites’ handling, mechanical, and physical properties. Methods Five recently introduced universal resin composites were tested. Twelve specimens per material were used to measure the stiffness and stickiness (handling properties) of the resin composite pastes. Additionally, surface properties (Knoop hardness number [KHN], surface roughness [Sa], surface gloss [SG], water contact angle [CA], and surface free energy [SFE]) of cured resin composites were determined in 12 specimens per material immediately after preparation (baseline) and after subjection to thermal cycles (TCs). Results Handling and surface properties of the resin composites were material dependent. All the resin composites showed significantly lower KHN in the post-TC subgroups than that in the baseline subgroups. However, the influence of TC on the other surface properties was dependent on the material used. Some resin composites did not indicate any significant differences in Sa, SG, or CA between the baseline and post-TC groups. Significance Although the resin composites in the baseline groups presented with different handling and surface properties, the surface properties of most of the composites were significantly affected by TC. Extremely strong positive or negative correlations were observed between stiffness and stickiness, KHN and Sa, KHN and SG, Sa and SG, and CA and SFE. Most correlations between the handling and surface properties were weak. Therefore, the selection of resin composites in clinical situations should be based on comprehensive consideration of their properties.","Universal resin composite, Handling property, Surface property, Thermal cycle"
7,,FRANKENBERGER2020e217,"Frankenberger, Roland; Reinelt, Christian; Glatthöfer, Christian; Krämer, Norbert",Clinical performance and SEM marginal quality of extended posterior resin composite restorations after 12 years,Dental Materials,36,7,,e217-e228,2020,https://www.sciencedirect.com/science/article/pii/S0109564120300774,"Objective To investigate the clinical behavior of two different resin-based restorative systems in extended Class II cavities in a controlled prospective split-mouth study over 12 years and to assess marginal quality under a SEM using epoxy replicas. Methods Thirty patients received 68 resin composite restorations (Solobond M+Grandio: n=36; Syntac+Tetric Ceram: n=32) by one dentist in a private practice. 35% of cavities revealed no enamel at the bottom of the proximal box, 48% of cavities provided <0.5mm remaining proximal enamel. Restorations were examined according to modified USPHS criteria at baseline, and after six months, one, two, four, six, eight, 10, and 12 years. Expoxy replicas of 21 restoration pairs were analysed under a SEM at 200× magnification regarding marginal quality. Results At the 12-years recall, 59 of the original 68 restorations in 27 of 30 patients were available (drop out 13%). Two restorations failed due to cusp fracture (Tetric Ceram) and marginal fracture (Grandio). The overall success rate of all restorations was 97.1% (Kaplan–Meier survival algorithm) with no differences between the two materials (p=0.923). After 144 months of clinical service, restorations in molars performed worse than in premolars regarding the integrity of restoration and tooth (p<0.05) being detected as wear, chippings, and cracks. Beyond the 4-year recall, marginal staining significantly increased. SEM evaluation of replicas revealed that perfect margin (49% baseline vs. 10% after 12 years), overhang (13% at baseline vs. 3% after 12 years), negative step formation (34% at baseline vs. 75% after 12 years), and marginal fractures (0% at baseline vs. 6% after 12 years) significantly changed during the evaluation period (p<0.001). Significance Extended direct resin composite restorations performed satisfactorily over 12 years of clinical service. SEM analysis delivered qualitative data regarding marginal deterioration over time.","Resin composites, Nano fillers, Clinical trial, Marginal integrity, Etch and rinse"
7,,POLYDOROU20201009,"Polydorou, Olga; Schmidt, Ole-Christian; Spraul, Mathias; Vach, Kirstin; Schulz, Simon Daniel; König, Armin; Hellwig, Elmar; Gminski, Richard",Detection of Bisphenol A in dental wastewater after grinding of dental resin composites,Dental Materials,36,8,,1009-1018,2020,https://www.sciencedirect.com/science/article/pii/S0109564120301342,"Objectives This study evaluated the release of bisphenol A (BPA) in wastewater after grinding of resin composites and tested three filtration materials. Methods Three resin composites (Ceram X, Filtek Supreme XTE and Core-X flow) were used. Samples (5mm×2mm, n=10) were prepared using a metal mold and were polymerized for 20s according to manufacturers’ instructions. A dental unit was disconnected from wastewater circulation and composite samples were ground under standardized procedures (200,000rpm; 90s). Wastewater was collected in glass bottles. Water samples were collected as control by performing the same procedure without grinding resin composite. All samples were stored at 7°C for 6 months to simulate storage. Then they were analyzed by HPLC–FLD. Three filtration materials (Zeosorb, Katalox Light and Catalytic Carbon) were used for water treatment to remove BPA. BPA-water solutions were prepared; corresponding to the highest amount released by the resin composites. These solutions were analyzed before and after filtration by HPLC–FLD and their efficacy (%) was calculated. Results BPA was detected in all composite solutions: Ceram X and Filtek Supreme XTE showed similar findings (p>0.05) which were significantly higher than the control (p<0.001) and Core-X flow (p=0.001). The efficacy of the filtration materials was: Katalox Light (5.09%)<Zeosorb (7.91%)<Catalytic Carbon (99.38%). Only Catalytic Carbon caused a clinically significant reduction of BPA (p<0.05). Significance BPA can be released in wastewater during dental procedures. This release seems to be material dependent. Among the filtration methods tested, Catalytic carbon seems to be effective for BPA reduction in water.","Bisphenol A, Resin composites, HPLC, Dental wastewater, Filtration methods, Catalytic carbon"
7,,LIMA2022214,"Lima, Veronica P.; Machado, Jaqueline B.; Zhang, Yu; Loomans, Bas A. C.; Moraes, Rafael R.",Laboratory methods to simulate the mechanical degradation of resin composite restorations,Dental Materials,38,1,,214-229,2022,https://www.sciencedirect.com/science/article/pii/S0109564121003419,"Objectives This study reviewed the literature to identify in vitro approaches that have been used to simulate the mechanical degradation and fatigue of resin composite restorations. Methods A search for articles was carried out in 4 databases and included studies in which composite restorations were bonded to teeth and subject to cyclic loading. Articles were assessed for eligibility, and the following items were the extracted from the included studies: authors, country, year, materials tested, simulation device and details including load magnitude and frequency, number of cycles, type of antagonist, test medium, and temperature. Data were analyzed descriptively. Results The 49 studies included showed a high level of heterogeneity in methods, devices, and test parameters. Nineteen different simulation devices were used, applying loads varying between 30 and 2900 N, and frequencies varying between 0.4 and 12 Hz. The load and frequency used most often were ~ 50 N (63.3%) and 1.5–1.7 Hz (32.7%). The number of cycles varied between 10 K and 2.4 M, 1.2 M was the most prevalent (40.8%). The majority of studies combined cyclic loading with at least one additional aging method: static liquid storage, thermo-mechanical cycling applied simultaneously, and thermal cycling as a discrete aging step were the three most frequent methods. The overall evidence indicated reporting problems, and suggested a lack of clinical validation of the research methods used. Significance Validation studies, underlying clinical supporting data, and better reporting practices are needed for further improving research on the topic. Specific suggestions for future studies are provided.","Chewing simulation, Aging, Degradation, Mechanical testing, Fatigue, Dental restoration"
7,,SOTOMONTERO20221271,"Soto-Montero, Jorge; de Castro, Eduardo F.; de C. Romano, Beatriz; Nima, Gabriel; Shimokawa, Carlos A. K.; Giannini, Marcelo","Color alterations, flexural strength, and microhardness of 3D printed resins for fixed provisional restoration using different post-curing times",Dental Materials,38,8,,1271-1282,2022,https://www.sciencedirect.com/science/article/pii/S0109564122001749,"Objectives To evaluate the effect of post-curing times on the color change, flexural strength (FS), modulus (FM) and microhardness at different depths of four 3D printed resins. Materials and methods A characterization of the light emitted by 3D-resin post-curing unit (Wash and Cure 2.0, Anycubic) was performed. The tested 3D printed resins were Cosmos Temp3D (COS), SmartPrint BioTemp (SM) Resilab3D Temp (RES) and Prizma3D BioProv (PRI) were evaluated under five different post-curing conditions (no post-curing or 5-, 10-, 15, and 20 min of post-curing). For color change analysis, 10 mm diameter x 1 mm thick discs (n = 7) were printed, and the luminosity, color and translucency were measured before post-curing as control, and repeatedly after 5 min cycles of post-curing until a total of 20 min was reached for ΔE00 [CIED2000 (1:1:1)] calculation. For FS and FM, 25 × 2×2 mm (n = 10, for each post-curing time) 3D printed bars were subjected to a 3-point being test. Knoop microhardness (KHN) was measured transversally on 5 × 5×5 mm blocks (n = 10, for each post-curing time). Color results were analyzed by one-way repeated measures ANOVA (factor: color change). FS and FM were analyzed by two-way ANOVA (factors: Material*Post-Curing Time). KHN was analyzed individually for each material by two-way ANOVA (factors: Depth*Post-Curing Time). Results The post-curing time significantly influenced the ΔE00, FS, FM and KHN of all the evaluated materials. COS and SMA presented ΔE00 values above the acceptability threshold after 5 and 10 min of post-curing, respectively. The FS of RES reached a plateau after 5 min of post-curing, and for PRI and SMA, the FS stabilized after 10 min of post-curing. The post-curing process improved the KHN of the tested materials, and longer exposure periods were associated to higher KHN values at all the evaluated depths. Significance A fine adjustment of the post-curing time is crucial to produce adequate mechanical properties in 3D-printed restorative resins, while minimizing the color alterations on the restorations. For the evaluated resins, 5–10 min of post-curing will result in adequate mechanical properties, without affecting the acceptability in the color of the material. However, the results are material-dependent, and evaluation of each specific resin is advised.","Computer-aided design, Computer-aided manufacturing, 3D printing, Provisional restoration"
7,,WENDLINGER20231051,"Wendlinger, Michel; Cardenas, Andres Felipe Millan; Figueredo de Siqueira, Fabiana Suelen; de Aguiar Moreira, Pedro Henrique; Trovão, Milena Maria Andrade; Stape, Thiago Henrique Scarabello; Tezvergil-Mutluay, Arzu; Loguercio, Alessandro D.",Does the application of dimethyl sulfoxide improve resin bonding to eroded dentine? Four-year in vitro evaluation,Dental Materials,39,11,,1051-1057,2023,https://www.sciencedirect.com/science/article/pii/S0109564123004013,"Objective To evaluate the effect of dimethyl sulfoxide (DMSO) on the microtensile bond strength (µTBS) and nanoleakage (NL) of universal adhesives on eroded dentine, immediately and after four years of water storage. Methods Sixty-four sound human molars were distributed into 16 groups according to (1) Dentine surface (sound and eroded dentine); (2) dimethyl sulfoxide application (with or without); (3) Application mode (etch-and-rinse or self-etch) and (4) Storage time (immediate and four years). One mild universal adhesive was used (Scotchbond Universal). The restoration was then performed with a composite resin and the specimens were sectioned into resin-dentine bonded sticks. Resin-dentine bonded sticks were tested (immediately and after four years of water storage) for µTBS (0.5 mm/min) or used to assess NL. Data on μTBS and NL were analyzed using four-way ANOVA and Tukey’s test (α = 0.05). Results Only the 3-way cross-product interaction ‘substrate vs DMSO vs time’ was statistically significant (p = 0.007). Eroded dentine showed a lower mean of µTBS and a higher mean of NL values than sound dentine. However, when DMSO was applied, no significant decrease of μTBS or NL values was observed after four years of water storage, regardless of adhesive strategies, or dentine evaluated, when compared to immediate results. Significance Water-based DMSO pre-treatments not only prevent degradation of MDP-containing simplified adhesives but also serve as a potential alternative to improve long-term bonding properties to eroded dentine. The versatility of using a single pre-treatment for both self-etch or etch-and-rinse bonding to eroded dentin may facilitate future clinical applications.","Dimethyl sulfoxide, Adhesives, Tooth erosion, Wet bonding"
7,,YANG2021636,"Yang, Yanwei; Xu, Zexian; Guo, Yuqing; Zhang, Hongchen; Qiu, Yinong; Li, Jianxue; Ma, Dongyang; Li, Zhiqiang; Zhen, Ping; Liu, Bin; Fan, Zengjie","Novel core–shell CHX/ACP nanoparticles effectively improve the mechanical, antibacterial and remineralized properties of the dental resin composite",Dental Materials,37,4,,636-647,2021,https://www.sciencedirect.com/science/article/pii/S0109564121000270,"Objective The core–shell chlorhexidine/amorphous calcium phosphate (CHX/ACP) nanoparticles were synthesized and used to modify the dental resin composite, aiming to improve its remineralized and antibacterial properties. Methods The core–shell CHX/ACP nanoparticles were synthesized by vesicle-templating technology and characterized, and their sustained release and antibacterial properties were also evaluated. Subsequently, the synthesized nanoparticles were incorporated into the dental resin composite at 1 wt.%, 5 wt.% or 10 wt.% to obtain different experimental groups. The physical properties, including curing depth, double bond conversion rate, water absorption and solubility, the sustained-release effects, and mechanical properties of the modified resin composite were evaluated. The remineralization ability was also measured by SEM. The antibacterial experiment of the modified resin composite with fresh preparation or aging in water for 28 days was carried out by a plate count method. Results The physical and chemical characterizations showed that the synthesized nanoparticles presented a core–shell structure, and their diameter was about 98.5 nm. The shell was composed of ACP with the core full of CHX. These nanoparticles had a release effect on calcium, phosphate ions, and CHX. The nanoparticles could effectively inhibit the growth of S. mutan at a lower concentration (≥50 μg/mL). The curing depth, the double bond conversion, the water absorption, the solubility, the flexural strength, the flexural modulus, and the compressive strength of the modified resin composite were 3.86–4.88 mm, 62.32–73.61%, 1.47–2.84%, 0.21−0.48%, 45.83–109.46 MPa, 2.57–4.91 GPa, and 66.43–160.38 MPa, respectively. The modified resin composite containing 5 wt.% and above CHX/ACP nanoparticles could effectively inhibit the growth of S. mutans regardless of aging in water, with immediate and aging antibacterial rate of more than 92%. In addition, the modified resin composite had a certain remineralization property in the SBF solution verified by SEM. Significance The core–shell CHX/ACP nanoparticles were successfully prepared and used to modify the resin composite. The modified dental resin composite with 5 wt.% CHX/ACP nanoparticles had excellent mechanical, antibacterial, and remineralization properties. It is expected to be an ideal restorative filling material for clinical application.","Core–shell nanoparticles, Antibacterial properties, Remineralized properties, Amorphous calcium phosphate, Chlorhexidine"
7,,SCHLAFER20211576,"Schlafer, Sebastian; Bornmann, Tanja; Paris, Sebastian; Göstemeyer, Gerd",The impact of glass ionomer cement and composite resin on microscale pH in cariogenic biofilms and demineralization of dental tissues,Dental Materials,37,10,,1576-1583,2021,https://www.sciencedirect.com/science/article/pii/S0109564121002293,"Objective Secondary caries is among the most frequent reasons for the failure of dental restorations. Glass ionomer cement (GIC) restorations have been proposed to protect the surrounding dental tissues from demineralization through the release of fluoride and by buffering the acid attack from dental biofilms. In contrast, the lack of buffering by composite resin (CR) restorations has been suggested as a promoting factor for the development of secondary caries. Methods The present study employed transversal microradiography and confocal microscopy based pH ratiometry to quantify mineral loss and map microscale pH gradients inside Streptococcus mutans biofilms grown on compound specimens consisting of enamel, dentin and either GIC or CR. Results Mineral loss in dentin was significantly lower next to GIC than next to CR, but no significant differences in local biofilm pH were observed between the two restorative materials. Significance The cariostatic effect of GIC relies predominantly on the provision of fluoride and not on a direct buffering action. The lack of buffering by CR did not affect local biofilm pH and may therefore be of minor importance for secondary caries development.","Composite resin, Glass ionomer cement, Mineral loss, pH ratiometry, Secondary caries, , Transversal microradiography"
7,,YANG20211237,"Yang, Jiawei; Algamaiah, Hamad; Watts, David C.",Spatio-temporal temperature fields generated coronally with bulk-fill resin composites: A thermography study,Dental Materials,37,8,,1237-1247,2021,https://www.sciencedirect.com/science/article/pii/S0109564121001883,"Objective This study aimed to investigate the effects of (i) a high-irradiance (3s) light-curing protocol versus (ii) two standard-irradiance (10s) protocols on 2D temperature maps during intra-dental photo-irradiation within a molar cavity restored with either Ultra-Rapid Photo-Polymerized Bulk Fill (URPBF) composites or a pre-heated thermo-viscous bulk-fill composite, compared to a standard bulk-fill resin-based-composite (RBC). The specific objectives included visual assessment of the temperature maps and quantitative assessment of several temperature/time plots at four different locations. Methods A caries-free lower first molar cavity served as a natural tooth mold. Resin composites were placed without intermediary adhesive. Two URPBF composites (PFill; PFlow) and one pre-heated thermo-viscous bulk-fill composite (Viscalor: VC) were compared to a contemporary bulk-fill composite (One Bulk Fill: OBF). Two LED-LCU devices were used: Bluephase PowerCure (PC) and Elipar S10 (S10), with three light-irradiation protocols (PC-3s, PC-10s and S10-10s). 2D temperature maps over the entire coronal area were recorded for 120 s during and after irradiation using a thermal imaging camera. Changes at four different levels were selected from the data sets: (0, 2 and 4 mm from the cavity top and at 1 mm below the dentin cavity floor). The maximum temperature attained (Tmax), the mean temperature rise (ΔT), the time (s) to reach maximum temperature and the integrated areas (°C s) under the temperature/time (T/t) plots were identified. Data were analysed via three-way ANOVA, One-way ANOVA, independent t-tests and Tukey post-hoc tests (p < 0.05). Results All RBCs showed qualitatively similar temperature-time profiles. PFlow reached Tmax in the shortest time. PC-3s (3000 mW/cm2) generated comparable ΔT to S10-10s, except with PFill, where ΔT was greater. Despite the same irradiance (1200 mW/cm2), Elipar S10 led to higher Tmax and ΔT compared to PC-10s. The highest Tmax and ΔT were observed at the 2 mm level, and the lowest were at 1 mm depth into the underlying dentin. Significance Coronal 2D temperature maps showed rises largely confined within the bulk-fill RBC materials, with maxima at 2 mm rather than 4 mm depth indicating some extent of thermal insulation for the underlying dentin and pulp. RBCs polymerized via different irradiation protocols showed similar temperature changes. With the PC-3s protocol – also with pre-heated VC – minimal temperature rises at 1 mm within dentin suggest their clinical safety when sufficient remaining dentin thickness is present.","Thermal imaging, Thermographic analysis, Bulk-fill resin composite, High-irradiance, URPBF composites, Pre-heating, Thermo-viscous composite"
7,,COELHO20191430,"Coelho, Natalia F.; Barbon, Fabíola J.; Machado, Renata G.; Boscato, Noéli; Moraes, Rafael R.",Response of composite resins to preheating and the resulting strengthening of luted feldspar ceramic,Dental Materials,35,10,,1430-1438,2019,https://www.sciencedirect.com/science/article/pii/S0109564119306979,"Objective This study evaluated the influence of preheating different composite resins on their viscosity and strengthening yielded to ceramic. Methods Modulus of elasticity, Poisson’s ratio, and degree of CC conversion were measured for three restorative composite resins (Z100–microhybrid; Empress Direct–nanohybrid; Estelite Omega–supranano) and one photoactivated resin cement (RelyX Veneer). Viscosity was measured during a heating-cooling curve (25°C–69°C–25°C) and also using isothermal analyses at 25°C and 69°C. Feldspar ceramic disks simulating veneers were bonded with the luting materials. Biaxial flexural strength, characteristic strength, and Weibull modulus were calculated at axial positions (z=0 and z=−t2) of the bilayers. Film thickness was measured and morphology at the bonded interfaces was observed. Data were statistically analyzed (α=0.05). Results A gradual decrease in viscosity was noticed as the rheometer temperature gradually increased. Viscosity differences between the composite resins were large at the beginning of the analysis, but minor at 69°C. At 25°C, the composites were up to 38 times more viscous than the resin cement; at 69°C the difference was 5-fold. CC conversion was similar between all resin-based agents. The resin cement yielded lower film thickness than the composites. All resin-based agents were able to infiltrate the ceramic porosities at the interface and strengthen the ceramic. However, the magnitude of the strengthening effect was higher for the preheated composite resins, particularly at z=−t2. Significance Selection of composite resin impacts its response to preheating and the resulting viscosity, film thickness, and magnitude of ceramic strengthening.","Ceramic veneers, Luting, Resin cement, Rheology, Mechanical testing, Film thickness"
7,,STEWART20201666,"Stewart, Cameron A.; Hong, Jenny H.; Hatton, Benjamin D.; Finer, Yoav",Antimicrobial antidegradative dental adhesive preserves restoration-tooth bond,Dental Materials,36,12,,1666-1679,2020,https://www.sciencedirect.com/science/article/pii/S0109564120302943,"Objective Assess the ability of an antimicrobial drug-releasing resin adhesive, containing octenidine dihydrochloride (OCT)-silica co-assembled particles (DSPs), to enhance the biostability and preserve the interfacial fracture toughness (FT) of composite restorations bonded to dentin. Enzyme-catalyzed degradation compromises the dental restoration-tooth interface, increasing cariogenic bacterial infiltration. In addition to bacterial ingress inhibition, antimicrobial-releasing adhesives may exhibit direct interfacial biodegradation inhibition as an additional benefit. Methods Mini short-rod restoration bonding specimens with total-etch adhesive with/without 10% wt. DSPs were made. Interfacial fracture toughness (FT) was measured as-manufactured or post-incubation in simulated human salivary esterase (SHSE) for up to 6-months. Effect of OCT on SHSE and whole saliva/bacterial enzyme activity was assessed. Release of OCT outside the restoration interface was assessed. Results No deleterious effect of DSPs on initial bonding capacity was observed. Aging specimens in SHSE reduced FT of control but not DSP-adhesive-bonded specimens. OCT inhibited SHSE degradation of adhesive monomer and may inhibit endogenous proteases. OCT inhibited bacterial esterase and collagenase. No endogenous collagen breakdown was detected in the present study. OCT increased human saliva degradative esterase activity below its minimum inhibitory concentration towards S. mutans (MIC), but inhibited degradation above MIC. OCT release outside restoration margins was below detection. Significance DSP-adhesive preserves the restoration bond through a secondary enzyme-inhibitory effect of released OCT, which is virtually confined to the restoration interface microgap. Enzyme activity modulation may produce a positive-to-negative feedback switch, by increasing OCT concentration via biodegradation-triggered release to an effective dose, then subsequently slowing degradation and degradation-triggered release.","Biodegradation, Dental caries, Esterase, Enzyme inhibition, Interfacial fracture toughness"
7,,FRONZA2019928,"Fronza, Bruna Marin; Lewis, Steven; Shah, Parag K.; Barros, Matthew D.; Giannini, Marcelo; Stansbury, Jeffrey W.",Modification of filler surface treatment of composite resins using alternative silanes and functional nanogels,Dental Materials,35,6,,928-936,2019,https://www.sciencedirect.com/science/article/pii/S0109564119300910,"Objectives This study probes how modifiedapproaches for filler surface treatment in dental composites based on alternative silanes and functional nanogel additives affects physicochemical properties of these materials with a focus on polymerization stress development. Methods Nanogels were synthesized from isobornyl methacrylate, ethoxylated bisphenol-A dimethacrylate and isocyanatoethyl methacrylate followed by partial further reaction with 2-hydroxyethyl methacrylate to provide both isocyanate and methacrylate functionalization. A barium glass filler (˜1 μm particle size) was treated with either γ-methacryloxypropyltrimethoxysilane (MPS), N-methylaminopropyltrimethoxy (MAP) or N-allylaminopropyltrimethoxy (AAP) silanes. The reactive nanogels were then covalently attached to the aminosilane-treated fillers. Surface treatment was characterized by thermogravimetric analysis (TGA) and diffuse reflectance infrared spectroscopy (DR-IR). Composites were formulated with 60 wt% of the various functionalized fillers and the materials were evaluated for polymerization kinetics, polymerization stress (PS), volumetric shrinkage, mechanical properties and photorheology. Data were evaluated by one-way ANOVA and Tukey’s test at 5% significance level. Results Filler surface treatments were confirmed by TGA and DR-IR analyses. Nanogel-functionalized fillers significantly reduced PS up to 20%, while the degree of conversion and elastic modulus were not compromised. Similar storage modulus development during polymerization was observed among materials by photorheology although the rate of polymerization was significantly increased for nanogel-based treatments. A significant decrease in flexural strength was observed for amino functional silane groups; however, there was no statistical difference in strength for the MPS control group compared with the nanogel-modified composites. Significance Filler surface treatment modified with a reactive nanogel enables significant PS reduction, without compromise to degree of conversion or mechanical properties of dental composites.","Composite resin, Fillers, Methacrylates, Isocyanates, Nanogels, Surface treatment, Silanization, Polymerization, Stress, Mechanical properties"
