http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#bibliographyType,http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/title,http://purl.org/dc/terms/source,http://purl.org/ontology/bibo/volume,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#number,http://purl.org/ontology/bibo/pages,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#yearPublished,http://www.w3.org/2004/02/skos/core#note,http://purl.org/ontology/bibo/uri,http://purl.org/dc/terms/abstract,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#keywords
7,ZEGRE2023123584,"Zegre, M.; Poljańska, E.; Caetano, L. A.; Gonçalves, L.; Bettencourt, A.",Research progress on biodegradable polymeric platforms for targeting antibiotics to the bone,International Journal of Pharmaceutics,648,,123584,2023,,https://www.sciencedirect.com/science/article/pii/S0378517323010050,"The treatment of bone infections still involves systemic or local antibiotic therapy in high doses for prolonged periods. Current research focuses on the application of different drug delivery systems to the bone, aiming at a targeted local administration that will decrease the number of drugs used and their toxicity, compared to the systemic route. The gold standard in clinical practice is currently poly(methyl methacrylate) (PMMA) cement. The main drawback of PMMA, however, is that it is non-biodegradable, requiring a second follow-up surgery to remove the implant. Biodegradable delivery systems, on the other hand, are easily resorbable within the organism, and less invasive alternative with better patient compliance. Among biodegradable materials, natural and synthetic polymers are being studied as local drug delivery systems due to their excellent biocompatibility, sustained effect, and antibiotic release with high penetrability to infected bone and soft tissue. In this review, we focus on biodegradable polymeric platforms, such as micro- and nanoparticles, scaffolds, and hydrogels, as well as multi-delivery systems for targeting antibiotics to the bone. Additionally, we discuss the reported drug release profiles that provide important information about the systems’ functionality.","Polymers, Biodegradable, Bone infection, Antibiotics, Drug delivery systems"
7,MENGISTU2023133510,"Mengistu, Daniel Mulu; Mamo, Asefa Niguse; Gemeda, Mesfin Tafesse",Isolation and characterization of calcite precipitating bacteria from soda lakes that have the capability to produce biocement for self-healing concretes,Construction and Building Materials,408,,133510,2023,,https://www.sciencedirect.com/science/article/pii/S0950061823032270,"Self-healing concrete, so-called bio-concrete, is a type of concrete designed to repair and fix its own cracks without human intervention. It uses microbial bio-mineralization activity called microbial induced carbonate precipitation (MICP), and explored as an alternative technology these days to produce long-lasting, eco-friendly, safe, and economical concrete. In this study, calcite-inducing bacteria were identified from Chitu and Abijatta alkaline soda lakes, Ethiopia. A total of fourteen potent ureolytic bacterial isolates were isolated from the samples and among which three isolates, AMS1, ASED4, and CBS6 were selected as the most effective bacterial isolates based on their calcite precipitation capacity. The dry weight of calcite (CaCO3) precipitate produced by AMS1, ASED4, and CBS6 were found to be 7.56 mg/ml, 9.61 mg/ml and 6.72 mg/ml respectively. All isolates were identified using biochemical test and molecular technique by using 16S rRNA gene sequencing. The selected (AMS1, ASED4, and CBS66) found to belong to Lysinibacillus macrolides, and Bacillus cereus species with 98.11 %, 100.0 %, and 99.81 % similarity. The isolates could grow well in the optimized growth conditions of 30-40℃ of temperature, 7–10.0 of pH, 0.5–2.5 % w/v of NaCl, and 0.333–1.67 M of urea. The isolate ASED4 (Bacillus cereus strain ASED4) was used in calcite precipitation optimization using four factor- three level Box-Behnken design (BBD) response surface methodology and custom-made self-healing concrete preparation due to its highest performance. The optimum points found to be at temperature of 34℃, pH 7.7, 0.425 M urea and 0.369 mol/LCaCl2 with calcite precipitation of 10.42 g/l. The results indicated that incorporation of isolate ASed4 cells with concentration of 8.9 × 107 CFU/ml in concrete mix had reasonable cause effect in concrete self-healing, mechanical strength and concrete quality. The efficiency of the isolate towards crack healing was tested. Almost complete healing (about 97.22 % and 100 %) of cracks was observed in concrete specimens cast with bacterial isolate ASED4 (Bacillus cereus strain) and cured in water and urea-CaCl2 solution respectively, after 28 days. Significant increases in strength which is 17.18 % and 18.58 % increase in compressive strength. Similarly, promising improvement observed tensile strength of Bacillus cereus cells-incorporated specimens. In addition, 55.87 % reduction in water absorption and high value of UVP also showed the efficiency of the introduced bacteria in the concrete specimen’s quality enhancement.","Biomineralization, Calcite, Concrete, MICP, Ureolytic bacteria, Self-healing concrete"
7,LUCIANI2023177,"Luciani, Alfred Michael; Baylor, Jessica; Akoon, Anil; Grandizio, Louis C.",Controversies in the Management of Bicolumnar Fractures of the Distal Humerus,The Journal of Hand Surgery,48,2,177-186,2023,,https://www.sciencedirect.com/science/article/pii/S0363502322006074,"Bicolumnar fractures of the distal humerus pose numerous treatment challenges for upper-extremity surgeons. Although open reduction and internal fixation demonstrates advantages compared with nonsurgical treatment, restoration of osseous anatomy can be difficult, particularly for comminuted, intra-articular fractures. Despite well-recognized complications, total elbow arthroplasty remains an option for elderly patients with fractures not amenable to fixation. Although indications remain controversial, distal humerus hemiarthroplasty has emerged as a potential alternative to total elbow arthroplasty in carefully selected patients with nonreconstructable fractures. Numerous controversies remain with respect to the management decisions for these complex injuries, including the optimal surgical approach, management of the ulnar nerve, and ideal fixation constructs for open reduction internal fixation. Our purpose is to review the management of bicolumnar distal humerus fractures in adult patients and discuss current controversies related to treatment.","Distal humerus fracture, distal humerus hemiarthroplasty, elbow surgery, elbow trauma, total elbow arthroplasty"
7,PRATAP2023104888,"Pratap, Monedra; Vesmawala, Gaurang R.",The State-of-the-art review on development of replaceable fuse components in resilient moment resisting frame,Structures,56,,104888,2023,,https://www.sciencedirect.com/science/article/pii/S2352012423009785,"The current study is consistent with the ongoing research on constructing resilient structures by restricting damage inside replaceable components at expected locations employed in moment-resisting frames (MRF) and related typology. Innovative, resilient steel connections with isolated or integrated designs of replaceable components adjacent to the column face, in the center of the beam, and at the base of the column have been investigated in the most recent literature. A total of 196 papers during the past 23 years, i.e., from 2000 to 2022, are critically reviewed. The detailed review reveals that the work has focused on the development of steel structure typologies with small replaceable components or fuse elements which may have the capability to dissipate seismic energy. These low damage fuse components keep the structure elastic state during design basis earthquakes and allow for cost-effective post-earthquake restoration following a major seismic event. Further, statistical analyses of the literature are performed using trend, percentage contribution, and term co-occurrence maps. Lastly, research gaps are recognized, and future scope in the domain is suggested.","Isolated Fuse, Integrated Fuse, Energy Dissipating Device, Plastic Hinge, Resilient structures"
7,AFLAKIAN2023106515,"Aflakian, Fatemeh; Mirzavi, Farshad; Aiyelabegan, Hammed Tanimowo; Soleimani, Anvar; Gholizadeh Navashenaq, Jamshid; Karimi-Sani, Iman; Rafati Zomorodi, Abolfazl; Vakili-Ghartavol, Roghayyeh",Nanoparticles-based therapeutics for the management of bacterial infections: A special emphasis on FDA approved products and clinical trials,European Journal of Pharmaceutical Sciences,188,,106515,2023,,https://www.sciencedirect.com/science/article/pii/S0928098723001458,"Microbial resistance has increased in recent decades as a result of the extensive and indiscriminate use of antibiotics. The World Health Organization listed antimicrobial resistance as one of ten major global public health threats in 2021. In particular, six major bacterial pathogens, including third-generation cephalosporin-resistant Escherichia coli, methicillin-resistant Staphylococcus aureus, carbapenem-resistant Acinetobacter baumannii, Klebsiella pneumoniae, Streptococcus pneumoniae, and Pseudomonas aeruginosa, were found to have the highest resistance-related death rates in 2019. To respond to this urgent call, the creation of new pharmaceutical technologies based on nanoscience and drug delivery systems appears to be the promising strategy against microbial resistance in light of recent advancements, particularly the new knowledge of medicinal biology. Nanomaterials are often defined as substances having sizes between 1 and 100 nm. If the material is used on a small scale; its properties significantly change. They come in a variety of sizes and forms to help provide distinguishing characteristics for a wide range of functions. The field of health sciences has demonstrated a strong interest in numerous nanotechnology applications. Therefore, in this review, prospective nanotechnology-based therapeutics for the management of bacterial infections with multiple medication resistance are critically examined. Recent developments in these innovative treatment techniques are described, with an emphasis on preclinical, clinical, and combinatorial approaches.","Microbial resistance, Nanotechnology, Bacterial infection, Drug delivery"
7,WAN2023138910,"Wan, Pei; Wu, Shaopeng; Liu, Quantao; Wang, Huan; Gong, Xing; Zhao, Zenggang; Xu, Shi; Jiang, Jian; Fan, Lulu; Tu, Liangliang",Extrinsic self-healing asphalt materials: A mini review,Journal of Cleaner Production,425,,138910,2023,,https://www.sciencedirect.com/science/article/pii/S0959652623030688,"Self-healing is a biological phenomenon in which living organism responds to the suffered damage in a complex way. Inspired by the self-healing phenomenon in nature, various biomimetic healing methods rooted in intrinsic or extrinsic healing mechanisms have been explored. Research on novel self-healing asphalt materials with intelligent response is at the cutting-edge of materials science and offers a potential strategy for building long-life and low-carbon asphalt concrete infrastructure. This paper describes the progress of research on extrinsic self-healing asphalt materials and makes a clear distinction between intrinsic and extrinsic self-healing. The asphalt self-healing mechanism is interpreted by capillary flow theory, phase field theory, molecular diffusion theory and surface energy theory form various perspective. The extrinsic self-healing strategies including thermal induced healing and rejuvenator induced healing are proposed to enhance the healing level of cracked asphalt materials. A brief review of the methods including fracture-healing test and fatigue-healing test for assessing the efficacy of different extrinsic healing methods is presented. The thermal induced healing method bring high crack repair efficiency for asphalt concrete and the rejuvenator induced healing strategy not only improve the healing ratio of cracked asphalt concrete but also regenerate the ageing asphalt in situ. Important lessons for prospective research on the creation of novel self-healing asphalt materials are highlighted.","Asphalt materials, Extrinsic self-healing, Mechanisms, Sustainability"
7,SHILAR2023132869,"Shilar, Fatheali A.; Ganachari, Sharanabasava V.; Patil, Veerabhadragouda B.; Bhojaraja, B. E.; Yunus Khan, T. M.; Almakayeel, Naif",A review of 3D printing of geopolymer composites for structural and functional applications,Construction and Building Materials,400,,132869,2023,,https://www.sciencedirect.com/science/article/pii/S0950061823025850,"The 3D printing allows for the automated and quick building of structures, drastically reducing the time and labour necessary for traditional construction methods. An extensive analysis of more than 100 + articles aimed to present a thorough summary of the present research status on 3D printing of geopolymer substances, investigating different factors, including printing methods, material traits, and geopolymerization procedures. The fresh and mechanical properties result of 3D geopolymer composites are reviewed and represented in kernel density, radar, quantile–quantile plots, and multi-Y analysis plots for various binder ratios. The effect of Si/Al, activators, and factors that influence the acceleration of geopolymerization of 3D-based geopolymers is discussed. Different types of 3D printing machines, along with layer adhesion thixotropy and its relation to printability, printing speed, adhesion of layers, and storage condition, are studied, as are their mechanisms. Using pozzolanic materials in the chemical reaction between quicklime and silicate materials enhances the structural performance of the geopolymer material, resulting in superior properties. This review's findings and suggestions attempt to lay the foundation for future study in this field, which offers assistance in building 3D-printed composite materials with the necessary sustainability.","3D Printing Geopolymer, Construction Binder, Mechanical, Activator"
7,RACETTE2023727,"Racette, Samuel; Tekumalla, Sruti; Agarwal, Aarti; Curry, Joseph; Beahm, Donald David",Anterior Skull Base Reconstruction,Otolaryngologic Clinics of North America,56,4,727-739,2023,Reconstruction Options in Otolaryngology,https://www.sciencedirect.com/science/article/pii/S0030666523000725,,"Anterior skull base reconstruction, Loca flaps, Free tissue transfer, Cerebrospinal fluid rhinorrhea"
7,DEKUIJPER2023295,"de Kuijper, Maurits C. F. M.; Cune, Marco S.; Özcan, Mutlu; Gresnigt, Marco M. M.",Clinical performance of direct composite resin versus indirect restorations on endodontically treated posterior teeth: A systematic review and meta-analysis,The Journal of Prosthetic Dentistry,130,3,295-306,2023,,https://www.sciencedirect.com/science/article/pii/S002239132100634X,"Statement of problem High-level evidence concerning the restoration of endodontically treated posterior teeth by means of direct composite resin or indirect restorations is lacking. Purpose The purpose of this systematic review and meta-analysis was to analyze the current literature on the direct and indirect restoration of endodontically treated posterior teeth. Material and methods Databases MEDLINE, CENTRAL, and EMBASE were screened. Risk of bias was assessed by using the ROB2 tool for RCTs and the ROBINS-I tool for prospective and retrospective clinical studies. Randomized clinical trials (RCTs) and prospective and retrospective studies comparing direct composite resin and indirect restorations on endodontically treated posterior teeth were included. Outcomes were tooth and restoration survival. A meta-analysis was conducted for tooth retention and restorative success. Results Twenty-two studies were included (2 RCTs, 3 prospective, and 17 retrospective). Over the short term (2.5 to 3 years), low-quality evidence suggested no difference in tooth survival. For the prospective and retrospective clinical trials, the overall risk of bias was serious to critical from the risk of confounding because of a difference in restorative indication: Direct restorations were fabricated when one marginal ridge remained or when tooth prognosis was unfavorable. For short-term restorative success, low-quality evidence suggested no difference between the direct and indirect restorations. Conclusions For the short term (2.5 to 3 years), low-quality evidence suggests no difference in tooth survival or restoration quality. To assess the influence of the type of restoration on the survival and restorative success of endodontically treated posterior teeth, clinical trials that control for the amount of coronal tooth tissue and other baseline characteristics are needed.",
7,JOSIC20231085,"Josic, Uros; D’Alessandro, Carlo; Miletic, Vesna; Maravic, Tatjana; Mazzitelli, Claudia; Jacimovic, Jelena; Sorrentino, Roberto; Zarone, Fernando; Mancuso, Edoardo; Delgado, António H. S.; Breschi, Lorenzo; Mazzoni, Annalisa",Clinical longevity of direct and indirect posterior resin composite restorations: An updated systematic review and meta-analysis,Dental Materials,39,12,1085-1094,2023,,https://www.sciencedirect.com/science/article/pii/S0109564123004098,"Objectives To answer the PICO(S) question: Is there a difference in clinical longevity between direct and indirect resin composite restorations placed on permanent posterior teeth? Data Randomized controlled clinical trials (RCTs) investigating direct and indirect resin composite restorations in posterior permanent teeth were considered. Sources Several electronic databases were searched, with no language or date restrictions. The revised Cochrane Collaboration's tool for assessing risk of bias (RoB-2) was used to analyze the studies; meta-analyses were run and the certainty of evidence was assessed by the GRADE tool. A subgroup meta-analysis was performed for resin composite restorations placed on posterior worn dentition. Study selection Twenty-three articles were included in qualitative synthesis, while 8 studies were used for meta-analyses. According to the RoB-2 tool, 5 studies were ranked as “low risk”, 7 had “some concerns”, while 11 papers were rated as “high risk” of bias. There were no statistically significant differences in short-term (p = 0.27; RR=1.54, 95% CI [0.72, 3.33]), medium-term (p = 0.27; RR=1.87, 95% CI [0.61, 5.72]) and long-term longevity (p = 0.86; RR=0.95, 95% CI [0.57, 1.59]). The choice of restorative technique had no influence on short-term survival of resin composite restorations placed on worn dentition (p = 0.13; RR=0.46, 95% CI [0.17, 1.25]). The certainty of evidence was rated as “very low”. Conclusions Direct and indirect resin composite restorations may show similar clinical longevity in posterior region, regardless of the observation period or substrate (wear-affected and non-affected dentition). The very low quality of evidence suggests that more long-term RCTs are needed to confirm our results.","Longevity, Composite restoration, Systematic review"
7,LI2023116028,"Li, Qian; Cui, Hanlin; Li, Yihao; Song, Xin; Liu, Wenzong; Wang, Yongxuan; Hou, Haimeng; Zhang, Hongbo; Li, You; Wang, Fan; Song, Jun; Ye, Hanfeng; Song, Sirui; Che, Tong; Shao, Shuai; Kong, Deyong; Liang, Bin",Challenges and engineering application of landfill leachate concentrate treatment,Environmental Research,231,,116028,2023,,https://www.sciencedirect.com/science/article/pii/S0013935123008204,"Landfill leachate concentrate (LLC) is a concentrated waste stream from landfill leachate treatment systems and has been recognized as a key challenge due to its high concentration of salts, heavy metals, organic matters, etc. Improper management of LLC (e.g. reinjection) would exacerbate the performance of upstream treatment processes and pose risks to the surrounding environments near landfill sites. Addressing the challenge and recovering resources from LLC have thus been attracting considerable attention. Although many LLC treatment technologies have been developed, a comprehensive discussion about the challenges still lacks. This review critically evaluates mainstream LLC treatment technologies, namely incineration, coagulation, advanced oxidation, evaporation and solidification/stabilization. We then introduce a geopolymer-based solidification (GS) process as a promising technology owning to its simple casting process and reusable final product and summarize engineering applications in China. Finally, we suggest investigating hybrid systems to minimize LLC production and achieve the on-site reuse of LLC. Collectively, this review provides useful information to guide the selection of LLC treatment technologies and suggests a sustainable alternative for large-scale application, while also highlighting the need of joint efforts in the industry to achieve efficient, ecofriendly and economical on-site management of landfill waste streams.","Landfill leachate concentrate (LLC), Geopolymer solidification (GS), Sustainability, LLC resource Recycling, Engineering application"
7,GARCIA2023504,"Garcia, Isadora Martini; Mokeem, Lamia Sami; Shahkarami, Yasmin; Blum, Lauren; Sheraphim, Victoria; Leonardo, Robert; Balhaddad, Abdulrahman A.; Melo, Mary Anne S.",Tube-shaped nanostructures for enhancing resin-based dental materials: A landscape of evidence and research advancement,Smart Materials in Medicine,4,,504-513,2023,,https://www.sciencedirect.com/science/article/pii/S259018342300008X,"With the advent of nanotechnology, incorporating nanoscale fillers in dental resins seems promising to improve therapeutic features and provide more excellent physicochemical properties for dental materials. The use of nanotubes has been raised due to their excellent mechanical properties, carry and delivery of drugs capabilities, and bioactive properties. These features depend on the composition of nanotubes and their application. This scoping review aims to describe previous studies about incorporating nanotubes in restorative resin-based materials. The main goals here addresses are: (1) to identify which are the most used nanotubes in the development of these dental materials; (2) to verify which the molecules/particles associated with these nanotubes; (3) to report the objectives of the incorporation of nanotubes to these dental materials and main results. The searches were performed using PubMed and Scopus databases in December 2022, identifying 534 manuscripts. After the selection process, 43 studies were included in the review. We mainly analyzed and discussed the nanotubes' composition, the parental materials in which the nanotubes were incorporated, the purposes of adding these particles to the dental materials, how the materials were analyzed, and the primary studies' outcomes. The outcomes are stimulating and reveal a promising advance in dental resins with the possibility of improving the maintenance of restorations and patients' quality of life. Further studies should address the abovementioned topics to expand the understanding and options of using nanotubes in resin-based restorative materials.","Controlled release, Drug delivery system, Dental materials, Polymers, Nanotubes"
7,CAGNA2023453,"Cagna, David R.; Donovan, Terence E.; McKee, James R.; Eichmiller, Frederick; Metz, James E.; Marzola, Riccardo; Murphy, Kevin G.; Troeltzsch, Matthias",Annual review of selected scientific literature: A report of the Committee on Scientific Investigation of the American Academy of Restorative Dentistry,The Journal of Prosthetic Dentistry,130,4,453-532,2023,,https://www.sciencedirect.com/science/article/pii/S0022391323003773,"The Scientific Investigation Committee of the American Academy of Restorative Dentistry offers this review of the 2022 dental literature to briefly touch on several topics of interest to modern restorative dentistry. Each committee member brings discipline-specific expertise in their subject areas that include (in order of the appearance in this report): prosthodontics; periodontics, alveolar bone, and peri-implant tissues; dental materials and therapeutics; occlusion and temporomandibular disorders; sleep-related breathing disorders; oral medicine and oral and maxillofacial surgery; and dental caries and cariology. The authors focused their efforts on reporting information likely to influence the daily dental treatment decisions of the reader with an emphasis on innovations, new materials and processes, and future trends in dentistry. With the tremendous volume of literature published daily in dentistry and related disciplines, this review cannot be comprehensive. Instead, its purpose is to update interested readers and provide valuable resource material for those willing to subsequently pursue greater detail on their own. Our intent remains to assist colleagues in navigating the tremendous volume of newly minted information produced annually. Finally, we hope that readers find this work helpful in managing patients.",
7,ALBERGARIA2023239,"Albergaria, Laís Santos; Scotti, Cassiana Koch; Mondelli, Rafael Francisco Lia; Vega, Heber Arbildo; Faggion, Clovis Mariano; Bombonatti, Juliana Fraga Soares; de Amoêdo Campos Velo, Marilia Mattar",Effect of nanofibers as reinforcement on resin-based dental materials: A systematic review of in vitro studies,Japanese Dental Science Review,59,,239-252,2023,,https://www.sciencedirect.com/science/article/pii/S1882761623000194,"This systematic review provides an update on the effect of nanofibers as reinforcement on resin-based dental materials. A bibliographic search was conducted in MEDLINEPubMed, Embase, Web of Science, Scopus, BVS (LILACS, BBO e IBECS), Cochrane, LIVIVO, and gray literature (BDTD) to identify relevant articles up to May 2021. In vitro studies that evaluated and compared the mechanical properties of nanofibers resin-based composite materials, were eligible. No publication year or language restriction was applied, and methodological quality was assessed using two methods. In a total of 6100 potentially eligible studies, 81 were selected for full-text analysis and 35 were included for qualitative analysis. Of the 35 included studies, a total of 29 studies evaluated the flexural strength (FS) of the materials. These groups were distinguished according to the resin-based materials tested and nanofiber types. Most of the studies evaluated materials composed of glass fibers and demonstrated higher values of FS when compared to resin-based materials without nanofibers. The incorporation of nanofibers into resin-based dental materials improved the mechanical properties compared to resin-based materials without nanofibers, suggesting better performance of these materials in high-stressbearing application areas. Further clinical studies are required to confirm the efficacy of resin-based materials with nanofibers.","Bisphenol A Glycidyl Methacrylate, Dental materials, Nanofibers, Resin composite"
7,GAO2023118449,"Gao, Wenhao; Zhou, Wentao; Lyu, Xianjun; Liu, Xiao; Su, Huili; Li, Chuanming; Wang, Hui",Comprehensive utilization of steel slag: A review,Powder Technology,422,,118449,2023,,https://www.sciencedirect.com/science/article/pii/S0032591023002334,"Steel slag, the main solid waste in the steel-making process, is produced more than 120 million tons annually in China. Most of the steel slag was stored in the open air, which brought potential safety and environmental protection risks such as land occupation and infiltration of heavy metal components into the soil. In recent years, the utilization and application of steel slag have garnered considerable interest and expanded significantly in various industries. This paper summarized the comprehensive utilization status of steel slag in building materials, agriculture, wastewater treatment, marine engineering, ceramics, and CO2 mineral carbonation and sequestration in recent years domestically and internationally and analyzed why steel slag's application was limited in various fields. On this basis, steel slag and slag composite micro powder (SSCM) technology was proposed, which realized the high added value and utilization rate of steel slag in industrial applications. This review provided guidance for selecting and developing secondary resources of other solid wastes containing metallurgical slag.","Steel slag, Research status, Comprehensive utilization, Development direction, Industrial application"
7,PYLOSTOMOU2023213367,"Pylostomou, Athanasia; Demir, Öznur; Loca, Dagnija",Calcium phosphate bone cements as local drug delivery systems for bone cancer treatment,Biomaterials Advances,148,,213367,2023,,https://www.sciencedirect.com/science/article/pii/S2772950823000900,"Bone cancer is usually a metastatic disease, affecting people of all ages. Its effective therapy requires a targeted drug administration locally at the cancer site so that the surrounding healthy organs and tissues stay unharmed. Upon a thorough literature search, a tremendous number of published articles are reporting on development of calcium phosphate cements (CPCs) for the treatment of a variety of diseases, such as osteoporosis, osteoarthritis, osteomyelitis, and other musculoskeletal disorders. However, just a limited number of research employs CPCs specifically for bone cancer treatment. In this review article, we study the factors influencing the local drug release from CPCs and particularly focus on bone cancer therapy. Finally, we locate the deficiencies in the literature regarding this specific topic and propose which other perspectives should be considered and discussed in future articles.","Calcium phosphate cements, Drug delivery, Bone cancer, Antineoplastic drugs, Bisphosphonates"
7,MONTAZERIAN2023101023,"Montazerian, Maziar; Baino, Francesco; Fiume, Elisa; Migneco, Carla; Alaghmandfard, Amirhossein; Sedighi, Omid; DeCeanne, Anthony V.; Wilkinson, Collin J.; Mauro, John C.","Glass-ceramics in dentistry: Fundamentals, technologies, experimental techniques, applications, and open issues",Progress in Materials Science,132,,101023,2023,,https://www.sciencedirect.com/science/article/pii/S0079642522001049,"Dental glass-ceramics (DGCs) are developed by controlled crystallization of oxide glasses and form an important group of biomaterials used in modern dentistry. They are also of great importance to scientists studying the fundamentals of crystallization. DGCs must meet strict requirements for restorative prostheses and to streamline the workflow for dentists and increase patient comfort. Considerable research has been devoted to developing new DGCs using advanced technologies, such as CAD/CAM or 3D printing, and to improve material properties. DGCs are designed to have exceptional aesthetics, translucency, high strength, chemical durability, wear resistance, biocompatibility, low thermal conductivity, and hardness similar to that of natural teeth. Some are also bioactive to stimulate a favorable response from the tooth and supporting bone. This allows treatment of hypersensitivity, regeneration of alveolar bone, and healing of periodontal tissues. In this comprehensive and critical review, we compare (inert) restorative prostheses and bioactive GCs. We elaborate on the relevant theoretical fundamentals of crystallization in oxide glasses and explain key technologies to fabricate DGCs. Advanced experimental techniques to unveil the details of crystallization in DGCs are thoroughly discussed. Finally, we propose a strategy for adopting advanced technologies, characterization tools, theoretical insights, and computer models to advance this important field.","Biomaterials, Glass, Ceramic, Crystallization, Bioactive, Dentistry"
7,GOLDBERG2023599,"Goldberg, Jacob L.; Hussain, Ibrahim; Fu, Kai-Ming; Virk, Michael S.",Algorithmic Patient Selection for Minimally Invasive Versus Open Lumbar Interbody Fusion Surgery,Neurosurgery Clinics of North America,34,4,599-607,2023,Spinal Deformity Update,https://www.sciencedirect.com/science/article/pii/S1042368023000578,,"Minimally invasive spine surgery, Spine deformity, Selection algorithm"
7,LI2023104678,"Li, Yiling; Li, Bolei; Guo, Xiao; Wang, Haohao; Cheng, Lei",Applications of quaternary ammonium compounds in the prevention and treatment of oral diseases: State-of-the-art and future directions,Journal of Dentistry,137,,104678,2023,,https://www.sciencedirect.com/science/article/pii/S0300571223002646,"Objectives The aim of this review is to comprehensively summarize the state-of-the-art developments of quaternary ammonium compounds (QACs) in the prevention and treatment of oral diseases. By discussing the structural diversity and the potential killing mechanism, we try to offer some insights for the future research of QACs. Data, sources & study selection A literature search was conducted in electronic databases (Web of Science, PubMed, Medline, and Scopus). Publications that involved the applications of QACs, especially those related to the prevention and treatment of oral diseases, are included. Results We have reviewed the relevant research on QACs over the past two decades. The research results indicate that the current applications are mainly focused on dental material modification and direct pharmacological interventions. Concurrently, challenges such as potential risks to normal tissues and impediments in drug resistance and microbial persistence present certain application constraints. The latest studies have encompassed the exploration of smart materials and nanoparticle formulations. Conclusions The killing mechanism may possess a threshold related to charge density. However, the exact process remains enigmatic. The structural diversity and the exploration of intelligent materials and nanoparticle formulations provide directions in development of novel QACs. Clinical significance The intricate oral anatomy, combined with the multifaceted oral microbiome, necessitates specialized materials for the targeted prevention and treatment of oral pathologies. QACs represent a cohort of compounds distinguished by potent anti-infective and anti-tumor attributes. Innovations in intelligent materials and nanoparticle formulations amplify their potential in significantly advancing the prevention and therapeutic interventions for oral diseases.","Quaternary ammonium compounds, Oral diseases, Smart materials, Nanoparticles"
7,SERRALOPEZ2023295,"Serra Lopez, Viviana M.; Wu, Chia H.; Bozentka, David J.",Complications and Revision Surgery of Forearm Fractures,Hand Clinics,39,3,295-306,2023,"Managing Difficult Problems in Hand Surgery: Challenges, Complications, and Revisions",https://www.sciencedirect.com/science/article/pii/S0749071223000070,,"Nonunion, Malunion, Both bone forearm fractures, Compression plating, Heterotopic ossification"
7,ARIYANTI2023166019,"Ariyanti, Dita; Sasongko, Nugroho Adi; Fansuri, Muhammad Hamzah; Fitriana, Eko Lela; Nugroho, Rudy Agung; Pratiwi, Siti Astari",Retrofitting of concrete for rigid pavement using bacterial: A meta-analysis,Science of The Total Environment,902,,166019,2023,,https://www.sciencedirect.com/science/article/pii/S0048969723046442,"Cracking in tension causes damage to regular concrete. When the surface of the concrete cracks, liquids can enter and damage the structure. Remediating concrete in rigid pavements is time-consuming, costly, and challenging. Concrete cracking can be reduced using sustainable solutions, such as concrete bacteria. Using concrete bacteria is an innovative method for continuously retrofitting concrete, improving its durability, and reducing maintenance costs. Several studies have explored the possibilities of a wide range of bacteria and demonstrated concrete retrofitting. However, in these extensive studies of sustainable solutions, the role of concrete bacteria in retrofitting concrete for rigid pavement has not been clarified. This meta-analysis aims to compare and contrast the performance of various microorganisms in concrete restoration, considering the bacteria concentration, total concrete components, and water/cement ratio. Data from 371 articles were entered into the initial database and 37 articles into the final database for meta-analysis. Low concentrations (10 CFU/mL) of Bacillus subtilis increased the compressive strength after 28 days at 46.8 MPa, and the optimum concentration of Bacillus subtilis was 105 CFU/mL, resulting in an optimum compressive strength of 58.2 MPa after 28 days, an optimum water/cement ratio of 0.3, and the optimum total ingredients (cement, fine and coarse aggregates) ranging from 2000 to 2400 kg/m3. This meta-analysis study supports a new approach to selecting concrete bacteria and developing sustainable advances in concrete technology.","Bacterial, Concrete, Cracking recovery, Meta-analysis, Retrofitting"
