http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#bibliographyType,http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/title,http://purl.org/dc/terms/source,http://purl.org/ontology/bibo/volume,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#number,http://purl.org/ontology/bibo/pages,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#yearPublished,http://www.w3.org/2004/02/skos/core#note,http://purl.org/ontology/bibo/uri,http://purl.org/dc/terms/abstract,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#keywords
7,WEI2023133128,"Wei, Kuiling; Cao, Xuejuan; Wu, Yan; Cheng, Zuoyang; Tang, Boming; Shan, Bailin",Dynamic chemistry approach for self-healing of polymer-modified asphalt: A state-of-the-art review,Construction and Building Materials,403,,133128,2023,,https://www.sciencedirect.com/science/article/pii/S0950061823028453,"With the development of long-life asphalt pavement, it has attracted considerable attention to improving the durability of pavement engineering materials. An effective action is the use of polymer modifiers or external assistance for compositing self-healing asphalt materials. Polymer-modified asphalt using dynamic chemistry has progressed in recent years, bringing significant benefits to self-healing owing to its compelling features of reversible structures, diverse types, and environmental friendliness. With a comprehensive review of self-healing mechanisms using dynamic chemistry, the healing archetypes and factors affecting the performance recovery of asphalt modified by self-healing polymers are clarified. The synthesis, structural reversibility, and potential impact on asphalt modification of self-healing polymers are discussed. Meanwhile, the classification of self-healing polymer-modified asphalt, methods of self-healing performance evaluation, environmental impacts, and cost efficiency are summarized to promote dynamic chemistry application for self-healing asphalt fields. Furthermore, the challenges and development direction are emphasized for the development of self-healing polymer-modified asphalt materials. It is anticipated that the dynamic chemistry approach for self-healing of polymer-modified asphalt will present a novel perspective in asphalt pavement for intrinsic repair, lifetime extension, and sustainability.","Self-healing polymers, Modified asphalts, Self-healing mechanism, Preparation and synthesis, Classification and characteristics, Performance evaluation"
7,LI2023100035,"Li, Shanshan; Wang, Ziteng; Stutz, Hans Henning",State-of-the-art review on plant-based solutions for soil improvement,Biogeotechnics,1,3,100035,2023,,https://www.sciencedirect.com/science/article/pii/S2949929123000359,"Vegetation has been used as a means in geotechnical engineering for soil improvement and erosion control. This paper aims to present a state-of-the-art review and future prospective on soil improvement and reinforcement with plants, mainly from a perspective of plant mechanical effects. The mechanics of roots and root-soil composite are reviewed with regard to experiments, including root mechanical tests, direct shear tests, pullout tests and triaxial tests. Various factors influencing root reinforcement are characterized and discussed to explain root-soil interactions and related soil strengthening mechanisms. Considering cost and efficiency, extreme climates, and the conflicting mechanisms of plant growth and soil improvement, researchers have introduced nature-based water-soluble polymers (WSPs) into soil improvement to promote vegetation establishment and provide additional binding strength between soil particles. Despite the benefits, existing related researches and concepts are scarce, and there is still a significant knowledge gap in the coupling effect of WSP and plants for soil improvement. The review indicates that the combination of vegetation and WSP has the potential to create “trade-off” and “complementarity” for progressive soil improvement. Finally, new research topics in the field of soil improvement with plants are identified in the review.","Soil improvement, Plants, Root reinforcement, Water-soluble polymer (WSP)"
7,TANGRI2023122469,"Tangri, Sukhmeet; Hasan, Nazeer; Kaur, Jasmeet; Fauziya; Mohammad; Maan, Saurabh; Kesharwani, Prashant; Ahmad, Farhan Jalees",Drug loaded bioglass nanoparticles and their coating for efficient tissue and bone regeneration,Journal of Non-Crystalline Solids,616,,122469,2023,,https://www.sciencedirect.com/science/article/pii/S0022309323003356,"There has been a significant increase in the utilization of bioactive glass for delivery of drugs and bone tissue repair at a therapeutic norm. In this article, we illustrate recent developments in bioactive glass (BG) particles, sphere, fibre, and scaffold preparation. Mesoporous bioactive glasses (MBGs), which have advantageous qualities like superior bioactivity, better therapeutic efficacy, antimicrobial activity, biocompatibility and degradation rate, are emerging as promising standards for tissue regeneration. BG also provides the targeted delivery at site of action in a very controlled manner to increase its therapeutic efficacy with less side effects. This review aims to reporting the latest advancement in drug loaded BGNPs, which is efficiently applicable for the bone and tissue regeneration in diverse manner.","Bioglass nanoparticles, Coating, Tissue and bone regeneration, Drug delivery, Bioactive glass"
7,CHEN2023161314,"Chen, Ru; Kong, Ying",A comprehensive review of greenhouse gas based on subject categories,Science of The Total Environment,866,,161314,2023,,https://www.sciencedirect.com/science/article/pii/S0048969722084182,"Greenhouse gas (GHG) concentrations have continued to increase in the atmosphere and unequivocally warmed the climate system, and human activities contribute significantly to the growth impact. Various research puzzles and potential mitigation evidence involving GHG related research (GRR) need to be explored and deciphered from large-scale literature records to provide a whole picture and clear scientific view on the current state of GRR to promoting action on climate change. By combining Bibexcel-based bibliometrics with Pajek's social network analysis, we explore the literature statistics and interdisciplinary characteristics of GRR, and identify frequently debated topics in interdisciplinary by going deep into the texts of those classical literature. We found the trend of GRR's publications in the Environmental/Ecology group increased exponentially with an annual growth rate of 47.3 % and continue to expand in 13 subject categories. There are four types of relationships in the author cooperation, which gradually promote the cross-study of GHG in different subject categories, and the regional cooperation relations are relatively stable involving North America, Asia, Europe, Oceania, and South America. Those classical literature are widely distributed in six interdisciplinary categories, specifically ‘Agronomy, Forestry and Zoology’, ‘Biodiversity Conservation and Ecology’, ‘Engineering, Environmental and Green & Sustainable Science & Technology’, ‘Geography and Remote Sensing’, ‘Limnology, Marine & Freshwater Biology and Water Resources’, and ‘Public, Environmental & Occupational Health’.","GHG-related research, Bibliometrics, Social network analysis, Subject categories, Interdisciplinary"
7,CHENG2023275,"Cheng, Ming; Shi, Chen; Hao, Liting; Wang, Xiangyang; Guo, Xiaoyuan; Liu, Ranbin; Hao, Xiaodi",Sustainable development of phosphorus recovery: From a product perspective,Sustainable Production and Consumption,41,,275-290,2023,,https://www.sciencedirect.com/science/article/pii/S2352550923002026,"With the continuous exploitation and loss of phosphorus (P) resources and the challenging natural closed-loop recovery of P, the P crisis has become an issue that must be urgently addressed for future development. However, despite the continuous increase in P recovery products, the crucial role of these products in the current recovery process remains incompletely understood. In this study, we consider P recovery products as the entry point to analyze the status of P recovery from four perspectives: raw material sources, production processes, product applications, and end markets. Currently, the most feasible path is to recover P from incinerated sludge ash, rather than from the aqueous phase or sewage sludge via recycling. The differences in P recovery products also lead to differences in products; in addition to traditional use in agriculture, the products also have potential industry applications. Therefore, the differences in P recovery products significantly determine the sustainability of P recovery practices. Finally, we believe that government support and public participation will greatly promote the sustainable production and consumption of P and facilitate the structural reform of both supply-side and demand-side of the P recovery market to accelerate the commercialization of P recovery products.","Phosphorus-containing waste, Phosphorus recovery, Recovery product, Product-to-process, Recovery feasibility, Phosphorus management"
7,BOIXFAYOS2023103634,"Boix-Fayos, Carolina; de Vente, Joris",Challenges and potential pathways towards sustainable agriculture within the European Green Deal,Agricultural Systems,207,,103634,2023,,https://www.sciencedirect.com/science/article/pii/S0308521X23000392,"CONTEXT Agriculture plays a central role in the European Green Deal with various policies and strategies converging to promote sustainable agriculture and food systems. The Farm to Fork strategy approaches agriculture from a sustainable food systems perspective. Sustainable agriculture is also central in the European Biodiversity strategy, in the Long-term vision for EU Rural areas and in the Soil strategy. Despite clear policy objectives, there is still a long way towards an effective transition towards sustainable agriculture based on integrated, science based, solutions. OBJECTIVE This paper aims to contribute to the debate on the challenges and opportunities for the transition towards a sustainable agriculture in Europe, the role of European policies and practical approaches. METHODS We reviewed policy documents, scientific literature and global data to reflect on the vision of the Farm to Fork and other European strategies affecting sustainable agriculture, focussing on which policy instruments are foreseen to reach their objectives, which are the key-challenges related to achieve more sustainable farming, and on possible approaches to attain sustainable agriculture. RESULTS AND CONCLUSIONS We provide an overview of synergies and shared objectives between different European policies and strategies aiming to support the transition to sustainable agriculture from environmental, social and economic perspectives. We identified several often reported challenges to attain sustainable food systems: reduced yields, increased land demand, nitrogen needs, changes in diet, food waste, distribution and access to food, and externalities to third countries. Finally, we discuss two main approaches to sustainable agriculture with potential complementarity to fulfil the objectives of sustainable agriculture as reflected in the different European policies and strategies. Sustainable intensification with focus on environmental- friendly production, and agroecology with focus on ecology, social justice and food sovereignty. We reflect on how both approaches can be integrated to create synergies and optimize delivery of multiple ecosystem services. The transformation to sustainable agriculture, as expected from the several revised strategies, is not just a technical question of farming practices, but requires a holistic approach considering social, economic, cultural, technical and environmental aspects. Local adaptations, stakeholder participation, and recognition that agriculture produces more than crops, are key to support this transition of agriculture and food systems. SIGNIFICANCE The transition towards more sustainable agriculture requires alignment of policies related to social, economic and environmental aspects, including social and economic acknowledgment to farmers, as managers of agroecosystems and cultural landscapes delivering a range of ecosystem services.","Green deal, Farm to fork strategy, Biodiversity strategy, Soil strategy, Long term vision for EU rural areas, Sustainable farming, Agroecology, Sustainable intensification"
7,AHMED2023107373,"Ahmed, Aamir; Singh, Anoop; Young, Sheng-Joue; Gupta, Vinay; Singh, Maheshwary; Arya, Sandeep",Synthesis techniques and advances in sensing applications of reduced graphene oxide (rGO) Composites: A review,Composites Part A: Applied Science and Manufacturing,165,,107373,2023,,https://www.sciencedirect.com/science/article/pii/S1359835X22005541,"Reduced graphene oxide (rGO)-based hybridcomposites have been a popular area of study due to their outstanding optical, electrical, mechanical, and thermal capabilities. The thermal stability of rGO is very high and the total weight loss up to 800 °C is just 11 %. There are several applications for the rGO and its composites in a variety of sectors, from sensing to photocatalysis to upgrading batteries and supercapacitors. rGO is produced via various synthesis routes and this review briefly discusses the most popular production techniques. Reviewing recent findings on sensing applications of rGO and its composites, as well as discussing the difficulties encountered and the potential for improvement is a primary goal of this paper. rGO composite-based sensors have not reached the marketand are only confined to research laboratories. The proposed sensors must be mass-produced on an industrial scale to benefit real-world problems. The future holds great opportunities for rGO and its composites. rGO composite sensors will be commercially viable with further advancements in science and technology. The most anticipated and sponsored fields of study for rGO and its composites in the future are going to be energy harvesting and storage, environmental protection, biology, and medicine.","Graphene, Chemical analysis, Multifunctional composites"
7,ELHABACHA2023105248,"El-habacha, Mohamed; Miyah, Youssef; Lagdali, Salek; Mahmoudy, Guellaa; Dabagh, Abdelkader; Chiban, Mohamed; Sinan, Fouad; Iaich, Soulaiman; Zerbet, Mohamed",General overview to understand the adsorption mechanism of textile dyes and heavy metals on the surface of different clay materials,Arabian Journal of Chemistry,16,11,105248,2023,,https://www.sciencedirect.com/science/article/pii/S1878535223007104,"The adsorption process is one of the most cost-effective methods for eliminating various types of pollutants from water. Clay minerals can be converted into biosorbents for environmental remediation. This literature review summarizes the different types of natural clays, their crystal structures, classifications, physical and chemical properties, and industrial applications. Also the main results of recent studies on the process and mechanism of adsorption on natural clay materials to eliminate heavy metals and highly emerging toxic dyes. The Langmuir and Freundlich models are the most commonly used isotherms in most previous studies. In addition, the adsorption kinetics of the majority of dyes and heavy metals using natural clays are based on the pseudo-second-order model. High adsorption capacities of 909.09 mg g−1 for synthetic dyes and 179 mg g−1 for heavy metals were observed. This review article suggests that clays can be modified by various methods to improve their adsorption efficiencies by increasing their specific surface areas. The clays' low cost and ability to regenerate show that these materials are environmentally friendly and beneficial for industrial ecology.","Adsorption mechanism, Clays, Dyes, Heavy metals, Regeneration, Specific surface area"
7,ZHU2023103489,"Zhu, Hongyu; Jiang, Meihui; Zhang, Dongdong; Goh, Hui Hwang; Wang, Shuyao; Mao, Daijiafan; Zhao, Haisen; Liu, Tianhao; Wu, Thomas","Carbon neutrality pathways exploration-A state-of-the-art study: Key technological advancements, current challenges, and potential opportunities",Sustainable Energy Technologies and Assessments,60,,103489,2023,,https://www.sciencedirect.com/science/article/pii/S2213138823004824,"With the advent of the information age, urbanization has increased the social demand for resources, resulting in an increase in worldwide carbon emissions. In order to reach the zero-carbon objective and develop a society with a shared destiny for humanity, this study examines in depth the path of carbon neutralization in the urban modernization process. The performance characteristics, research status, and application value of low-carbon technologies in various stages from the perspective of diverse interdisciplinary disciplines, including low-carbon transformation of energy structure, energy-conservation and emission-reduction, and benign carbon cycle are examined in detail. The key obstacles to carbon neutralization are then examined from the perspectives of technical limits, environmental pollution, and ecological hazards by combining the qualitative analysis and quantitative analysis. Finally, future options for the establishment of a zero-carbon society are presented from the perspectives of public support, technological innovation, and mass engagement, successfully broadening the scope of carbon reduction. This study seeks to advance social sustainability on two fronts: 1) Energy low-carbon transformation must be performed concurrently with carbon reduction measures; 2) Ecological decarbonization is a prerequisite for the society's natural transition to carbon neutrality.","Carbon neutrality, Carbon-neutral energy transition, Ecological carbon reduction, Zero-carbon emission, Sustainable development"
7,PRATAMA2023211958,"Pratama, Muhammad Andiva; Khan, Hasan Javed; Daigle, Hugh",A review of formation damage processes encountered during gas hydrate production,Geoenergy Science and Engineering,228,,211958,2023,,https://www.sciencedirect.com/science/article/pii/S2949891023005456,"Although gas hydrates have not yet been produced commercially, several lab and hlfield-scale trials have demonstrated the feasibility of producing gas from subsurface gas hydrate reservoirs both offshore and on land. However, during field-scale production trials, common formation damage problems such as sand migration and fluid invasion were identified. Therefore, it is crucial to comprehend how the damage arises, how it can be quantified, and what tactics must be used to cope with the effects of the formation damages before commercial production. During production, hydrates dissociate releasing the trapped (methane) gas and yield large volumes of fresh water. The unconsolidated sediments that typically make up gas hydrate reservoirs can lose integrity when hydrate dissociates, and the sediment grains can readily mobilize and subsequently become trapped elsewhere in the porous medium. This entrapment can result in a loss of permeability as the fluid flow paths are blocked. Furthermore, the water released during hydrate dissociation may also freeze due to the low temperatures and the cooling effect from hydrate dissociation, which can further clog the pore space. The hydrate dissociation also changes the geomechanical properties of the formation and causes the sediments to collapse. Water and gas blockage can also occur due to the fluid invasion occurring during drilling and completion operations, and adverse chemical interactions can occur between the rock minerals and the released produced fresh water. Sand control is a relatively mature field in the oil and gas industry, but applying sand control principles to gas hydrate reservoirs remains a challenge and active area of research. Current areas of research in preventing formation damage during methane hydrate production include optimizing the production parameters particularly the solid–liquid velocity and depressurization rate, introducing nanoparticles to stabilize loose grains in the hydration layer, and using the correct additives in the drilling fluid to limit early hydrate dissociation.","Methane hydrates production, Formation damage, Fines migration"
7,RODRIGUEZBETANCOURT2023336,"Rodriguez Betancourt, Amanda; Samal, Ankita; Chan, Hsun-Liang; Kripfgans, Oliver D.",Overview of Ultrasound in Dentistry for Advancing Research Methodology and Patient Care Quality with Emphasis on Periodontal/Peri-implant Applications,Zeitschrift für Medizinische Physik,33,3,336-386,2023,Special Issue: Recent Advances in Ultrasound Imaging,https://www.sciencedirect.com/science/article/pii/S0939388923000053,"Background Ultrasound is a non-invasive, cross-sectional imaging technique emerging in dentistry. It is an adjunct tool for diagnosing pathologies in the oral cavity that overcomes some limitations of current methodologies, including direct clinical examination, 2D radiographs, and cone beam computerized tomography. Increasing demand for soft tissue imaging has led to continuous improvements on transducer miniaturization and spatial resolution. The aims of this study are (1) to create a comprehensive overview of the current literature of ultrasonic imaging relating to dentistry, and (2) to provide a view onto investigations with immediate, intermediate, and long-term impact in periodontology and implantology. Methods A rapid literature review was performed using two broad searches conducted in the PubMed database, yielding 576 and 757 citations, respectively. A rating was established within a citation software (EndNote) using a 5-star classification. The broad search with 757 citations allowed for high sensitivity whereas the subsequent rating added specificity. Results A critical review of the clinical applications of ultrasound in dentistry was provided with a focus on applications in periodontology and implantology. The role of ultrasound as a developing dental diagnostic tool was reviewed. Specific uses such as soft and hard tissue imaging, longitudinal monitoring, as well as anatomic and physiological evaluation were discussed. Conclusions Future efforts should be directed towards the transition of ultrasonography from a research tool to a clinical tool. Moreover, a dedicated effort is needed to introduce ultrasonic imaging to dental education and the dental community to ultimately improve the quality of patient care.","Dental, Diagnosis, Imaging, Implant, Periodontal, Ultrasound"
7,SELJAK2023100088,"Seljak, Tine; Baleta, Jakov; Mikulčić, Hrvoje","Integration of energy systems, circular economy and efficiency measures",Cleaner Chemical Engineering,5,,100088,2023,,https://www.sciencedirect.com/science/article/pii/S2772782322000869,"With realization that world's resources are limited, a number of initiatives in all global regions emerged to pursue a common goal of sustainable management of energy and material loops. The intensively researched topics are traditionally gathered under the roof of Sustainable Development of Energy, Water and Environmental Systems conferences (SDEWES), which in its 16th edition saw a highly focused and impacting research contributions, tackling the cross-sectoral development and introduction of novel technologies and processes, all devoted to implementation and examination of possible solutions to contribute to Sustainable Development Goals (SDGs). The present paper is gathering and structuring these contributions, enriched with the outcomes of previous SDEWES conferences to enlighten the advances made in the fields of energy harvesting, circular economy and efficient energy use to put into context the role of cleaner chemical engineering. By this, it provides a basis and a guidance for future research on the axis of material-resource-energy nexus which is in the paper identified as an extensively interlinked research area, difficult to be tackled individually and still requiring an important effort to collectively address the cross-sectoral dimension of the challenge.","Sustainable energy systems, Circular economy, Energy management, Harvesting, Efficiency, Cleaner chemical engineering"
7,ALHIJAZI2023e15326,"Al-hijazi, Athraa Y.; Hasan, Nada; Nasr, Bassem Karim; Jasim Al-Khafaji, Hanadi Hadi; Al-Khafaji, Buthaina; Abdah Alanssari, Bahaa Fawzi; Jalil, Abduladheem Turki",Recent advances in the use of inorganic nanomaterials as anti caries agents,Heliyon,9,4,e15326,2023,,https://www.sciencedirect.com/science/article/pii/S2405844023025331,"Caries is the most prevalent and widespread chronic oral disease. Traditional caries filling materials, due to their lack of anti-caries capabilities, can readily develop secondary caries. Nanomaterials proposed as an effective approach for caries treatment can inhibit biofilm formation. It also can not only reduce demineralization but also promote remineralization. In recent years, nanotechnology in anti-caries materials, particularly nano-adhesive and nano-composite resin, has advanced rapidly. Because inorganic nanoparticles (NPs) interfere with bacterial metabolism and inhibit biofilm development, inorganic NPs have emerged as a new trend in dental applications. Metal and metal oxide NPs by releasing metal ions, oxidative stress induction, and non-oxidative mechanisms showed significant antimicrobial activity. For applying metal and metal oxide NPs as anti caries agents, silver, zinc, titanium, copper, and calcium ions have been shown significant attention. Moreover, fluoride functionalized inorganic NPs were also employed to improve their efficacy of them. The fluoride-functionalized NPs can promote remineralization, and inhibit demineralization by enhancing apatite formation. In this review, we have provided an overview and recent advances in the use of inorganic NPs as anti caries agents. Furthermore, their antimicrobial, remineralizing, and mechanical impacts on dental materials were discussed.","Anti-caries, Biofilm, Inorganic, Metal, Remineralization"
7,CHEN2023105075,"Chen, Xiangsheng; Shen, Jun; Bao, Xiaohua; Wu, Xianlong; Tang, Waiching; Cui, Hongzhi",A review of seismic resilience of shield tunnels,Tunnelling and Underground Space Technology,136,,105075,2023,,https://www.sciencedirect.com/science/article/pii/S0886779823000950,"Considering the increasingly complex and interconnected subway tunnels linking cities, this review argues that the overall reliability of tunnel engineering is crucial for protection when subjected to loads caused by major catastrophes, particularly earthquakes. Therefore, the key topic of this paper is the application of the resilience concept for shield tunnel structure seismic resilience assessment. In the review, from the technical perspective of civil engineering, based on the five characteristics of resilience, four aspects regarding the seismic resilience of shield tunnels were presented: failure mode and damage mechanism, seismic design method, prevention measures and post-earthquake repair of shield tunnels. First, the definition of seismic resilience of shield tunnel is introduced. Then the failure modes of the shield tunnel under the seismic action and mechanism of damage were summarised under two types: global and local. Consequently, based on the design, several seismic calculation methods were analysed. Next, the current understanding and exploration of shield tunnels in the construction and repair stages were described. Because of lack of relevant repair cases following earthquakes, this review provides a summary of the newly developed techniques and methods of the shield tunnel, which are used to improve seismic resilience during operation. Further, the limitation of the current research were summarised, followed by a short discussion on improving the resilience of shield tunnels in terms of seismic design, construction, operation, and post-earthquake repairs. The final aim is to develop a robust and suitable tool to enhance and maintain shield tunnel resilience, starting from the weaknesses of the tunnel structure faced with earthquakes.","Shield tunnel, Earthquake, Resilience, Recoverable, Detection and repair"
7,CHEN2023100635,"Chen, Zetong; Chu, Zhaoyou; Jiang, Yechun; Xu, Lingling; Qian, Haisheng; Wang, Yuanyin; Wang, Wanni",Recent advances on nanomaterials for antibacterial treatment of oral diseases,Materials Today Bio,20,,100635,2023,,https://www.sciencedirect.com/science/article/pii/S2590006423000959,"An imbalance of bacteria in oral environment can lead to a variety of oral diseases, such as periodontal disease, dental caries, and peri-implant inflammation. In the long term, in view of the increasing bacterial resistance, finding suitable alternatives to traditional antibacterial methods is an important research today. With the development of nanotechnology, antibacterial agents based on nanomaterials have attracted much attention in dental field due to their low cost, stable structures, excellent antibacterial properties and broad antibacterial spectrum. Multifunctional nanomaterials can break through the limitations of single therapy and have the functions of remineralization and osteogenesis on the basis of antibacterial, which has made significant progress in the long-term prevention and treatment of oral diseases. In this review, we have summarized the applications of metal and their oxides, organic and composite nanomaterials in oral field in recent five years. These nanomaterials can not only inactivate oral bacteria, but also achieve more efficient treatment and prevention of oral diseases by improving the properties of the materials themselves, enhancing the precision of targeted delivery of drugs and imparting richer functions. Finally, future challenges and untapped potential are elaborated to demonstrate the future prospects of antibacterial nanomaterials in oral field.","Dental, Nanomaterials, Antibacterial, Oral, Remineralization"
7,NASIRITABRIZI20237142,"Nasiri-Tabrizi, Bahman; Basirun, Wan Jefrey; Yeong, Chai Hong; Thein, Win Min","Development of the third generation of bioceramics: Doping hydroxyapatite with s-, p-, d-, and f-blocks cations and their potential applications in bone regeneration and void filling",Ceramics International,49,5,7142-7179,2023,,https://www.sciencedirect.com/science/article/pii/S0272884222045308,"The bioceramic market is expected to grow at a compound annual growth rate (CAGR) of about 7% within 2022–2027. In this regard, hydroxyapatite (HA) is highly recommended as a leading material for the development of the third generation of bioceramics due to its intrinsic osteoconduction, osteoinduction, and osteogenesis properties. However, the use of synthetic HA is currently limited due to the unfavourable mechanical and morphological issues on cell infiltration and interaction. To overcome these obstacles, various strategies have been proposed, especially through a wide range of cationic and anionic doping. Among them, cationic doping seems to have a set of significant benefits over pure HA due to the significant microstructural modifications, and thus this strategy represents a major step forward in improving the inherent drawback of bioceramic implants, i.e., their poor mechanical properties. Accordingly, this review aims to highlight candidates with potential for further clinical development of the third-generation bioceramics through doping HA with s-, p-, d-, and f-blocks cations and to explore their potential applications in bone regeneration and void filling. We first introduce the concept of bone grafting and its classifications, and then we discuss bioceramic-based bone grafting materials. Subsequently, mono-, dual-, and multi-cationic substitutions in HA and their performances, especially in biomedical applications, are comprehensively reviewed. Finally, the challenges and prospects of ionic substitution in HA, particularly in lanthanoids- and actinoids-containing HA-based ceramics are proposed.","Hydroxyapatite, Cationic substitution, Structural features, Mechanical behaviour, Biological properties, Bone void filling"
7,GOMASA2023133179,"Gomasa, Ramesh; Talakokula, Visalakshi; Kalyana Rama Jyosyula, Sri; Bansal, Tushar",A review on health monitoring of concrete structures using embedded piezoelectric sensor,Construction and Building Materials,405,,133179,2023,,https://www.sciencedirect.com/science/article/pii/S0950061823028969,"Concrete commonly constitutes approximately fifty percent in building constructions and its significance extends even further, often exceeding fifty percent in infrastructure projects such as dams and marine structures. Consequently, ensuring the integrity of concrete structures is crucial both during their construction phase and under service loads. Therefore, it becomes imperative to monitor various phases of the concrete life cycle encompassing construction (strength monitoring), service life (damage monitoring under different loading conditions and durability monitoring when exposed to different environmental exposures) to avoid potential catastrophic failures. Over the last two decades, structural health monitoring (SHM) using different piezo sensor configurations have gained a lot of interest among researchers for monitoring concrete structures due to their non-destructive nature, real-time monitoring capabilities, early damage detection and potential for reducing downtime and costs. Among the different piezo configurations, embedded piezo sensor has gained significant attentions as it allows monitoring from the time concrete is poured. This paper provides a comprehensive review of embedded piezo sensor configuration for monitoring the different life stages of concrete structures. Based on their manufacturing, these sensors are initially classified into different clusters and their performance is evaluated for each SHM application covering various phases of concrete life cycle. The present review summarizes the existing knowledge of using embedded piezo sensors for SHM, making it easier for researchers to get up to speed on the state of the art and identify unexplored areas, and start a further investigation.","Structural health monitoring, Embedded piezoelectric sensors, Concrete, Strength monitoring, Damage identification, Durability monitoring"
7,BENDIXEN2023101364,"Bendixen, Mette; Noorbhai, Nakiya; Zhou, Joy; Iversen, Lars Lønsmann; Huang, Ke",Drivers and effects of construction-sand mining in Sub-Saharan Africa,The Extractive Industries and Society,16,,101364,2023,,https://www.sciencedirect.com/science/article/pii/S2214790X23001533,"Construction-sand is the most used solid material on Earth and is central in developing societies and economies. Recent years’ increasing focus on scarcity of sand has focused on global issues arising from it and on environmental consequences of extraction. However, comprehensive research describing the complexity of sand mining in developing nations is lacking. Here, we review literature from Sub-Saharan Africa outlining drivers and effects of construction-sand. We show at regional and national level, population growth and rapid urbanisation are main drivers for the growing sand mining activities observed in all investigated countries. Environmental consequences are solely negative and often observed at or in the vicinity of the mining sites and can be immediate or occur later. For humans and the built environment, the positive effects are seen at a variety of levels spanning national and regional through the creation of necessary buildings, income, taxes, and revenues. At an individual level, little or low education, unemployment and disruption of traditional livelihoods are main drivers for people engaging in sand mining by offering an income. Extraction of the material has negative consequences in the form of pollution and destruction of infrastructure and impact not only people involved in the mining industry but also nearby communities.","Sand mining, Urbanisation, Livelihood, Environmental degradation, Economic development"
7,FATHIKARKAN2023104805,"Fathi-karkan, Sonia; Zeeshan, Mahira; Qindeel, Maimoona; Eshaghi Malekshah, Rahime; Rahdar, Abbas; Ferreira, Luiz Fernando Romanholo",NPs loaded with zoledronic acid as an advanced tool for cancer therapy,Journal of Drug Delivery Science and Technology,87,,104805,2023,,https://www.sciencedirect.com/science/article/pii/S1773224723006573,"Zoledronic acid (ZA) has been shown to be beneficial against cancer both directly and indirectly. However, because of its fast absorption by bone, its use in extraskeletal malignancies has been limited. Due to its quick blood clearance, ZA is less effective as a cancer treatment. To utilize the numerous therapeutic properties of ZA, novel delivery strategies are necessary. While maintaining its pharmacological properties, nanomedicine is an excellent method of increasing ZA's circulatory half-life and intratumor accumulation. Nanoparticles (NPs) can enhance drug accumulation in neoplastic tissues by utilizing the increased permeability and retention effect (EPR) of fenestrations in tumor arteries. Loading the molecules inside the NP increases the solubility and stability of the drug and inhibits breakdown by serum proteins. Additionally, the release of the drug could be controlled, preventing early leakage.","Zoledronic acid, NPs, Cancer therapy, Nanomedicine"
7,SETHI2023162213,"Sethi, Shradhanjali; Gupta, Rohan; Bharshankh, Ankita; Sahu, Rojalin; Biswas, Rima",Celebrating 50 years of microbial granulation technologies: From canonical wastewater management to bio-product recovery,Science of The Total Environment,872,,162213,2023,,https://www.sciencedirect.com/science/article/pii/S004896972300829X,"Microbial granulation technologies (MGT) in wastewater management are widely practised for more than fifty years. MGT can be considered a fine example of human innovativeness-driven nature wherein the manmade forces applied during operational controls in the biological process of wastewater treatment drive the microbial communities to modify their biofilms into granules. Mankind, over the past half a century, has been refining the knowledge of triggering biofilm into granules with some definite success. This review captures the journey of MGT from inception to maturation providing meaningful insights into the process development of MGT-based wastewater management. The full-scale application of MGT-based wastewater management is discussed with an understanding of functional microbial interactions within the granule. The molecular mechanism of granulation through the secretion of extracellular polymeric substances (EPS) and signal molecules is also highlighted in detail. The recent research interest in the recovery of useful bioproducts from the granular EPS is also emphasized.","Microbial granulation technologies, Full-scale applications, Microbial interactions, EPS, Quorum sensing, Recovery of bioproducts"
